"","symbol","weight"
"89017","B3GALT2",2
"24066","B3GALT4",2
"89438","B3GALT5",2
"84105","B3GALTL",3
"2864","B3GAT1",1
"28688","B3GAT2",1
"81881","B3GAT3",2
"26184","B3GNT1",1
"30394","B3GNT2",2
"9278","B3GNT3",1
"34586","B3GNT4",1
"74788","B3GNT5",4
"83482","B3GNT7",2
"63156","B3GNT8",2
"28269","B3GNT9",2
"83526","B4GALNT1",4
"90152","B4GALNT2",6
"40646","B4GALNT3",2
"69131","B4GALNT4",6
"80191","B4GALT1",3
"83928","B4GALT3",2
"87473","B4GALT4",2
"74790","B4GALT5",4
"68480","B4GALT6",2
"74791","B4GALT7",1
"69132","B9D1",2
"32721","B9D2",1
"83066","BAAT",5
"22375","BABAM1",1
"89939","BACE1",2
"304","BACE2",1
"71132","BACH1",3
"88486","BACH2",11
"40650","BAD",1
"82913","BAG1",1
"40651","BAG2",2
"46398","BAG3",2
"22579","BAG4",1
"81257","BAG5",2
"85188","BAG6",3
"82127","BAHCC1",7
"82681","BAHD1",5
"84108","BAI1",10
"60974","BAI2",5
"74797","BAI3",13
"80506","BAIAP2",2
"10555","BAIAP2L1",1
"49851","BAIAP2L2",1
"65783","BAIAP3",6
"83067","BAK1",3
"74798","BANK1",6
"34401","BANP",2
"83602","BAP1",8
"67618","BARHL2",2
"65028","BARX2",4
"51295","BATF2",1
"74800","BATF3",2
"69135","BAX",11
"83825","BAZ1A",11
"85189","BAZ1B",12
"84879","BAZ2A",10
"86438","BAZ2B",20
"72698","BBC3",2
"82248","BBOX1",2
"74809","BBS10",6
"80507","BBS12",2
"63157","BBS2",3
"33184","BBS4",2
"49852","BBS5",2
"60456","BBS7",2
"74811","BBS9",11
"73913","BBX",7
"87587","BCAN",7
"40667","BCAP29",2
"73971","BCAP31",3
"88785","BCAR1",7
"62370","BCAR3",6
"52065","BCAS1",10
"74812","BCAS2",5
"87036","BCAS3",4
"17287","BCAS4",1
"65569","BCAT1",4
"87678","BCAT2",7
"85191","BCCIP",4
"40671","BCDIN3D",1
"52066","BCHE",8
"85192","BCKDHA",4
"74816","BCKDHB",1
"57570","BCKDK",5
"85193","BCL10",3
"81835","BCL11A",2
"85021","BCL11B",4
"85194","BCL2A1",1
"40673","BCL2L1",1
"3462","BCL2L10",1
"81260","BCL2L11",5
"59545","BCL2L12",2
"89940","BCL2L13",6
"26949","BCL2L14",1
"21716","BCL2L2",1
"68283","BCL3",3
"83788","BCL6",4
"68033","BCL6B",3
"67234","BCL7C",3
"83743","BCL9",10
"88207","BCL9L",11
"55407","BCLAF1",3
"88617","BCMO1",5
"74819","BCO2",4
"82169","BCOR",14
"90176","BCORL1",17
"87588","BCR",5
"81947","BCS1L",3
"22046","BDH1",1
"82106","BDKRB1",4
"74822","BDKRB2",4
"47569","BDNF",2
"88786","BDP1",15
"88787","BEAN1",1
"47886","BEGAIN",1
"74824","BEND2",4
"81146","BEND3",2
"32768","BEND4",2
"90402","BEND5",4
"87397","BEND6",4
"11884","BEND7",1
"59380","BEST1",6
"68285","BEST2",1
"59546","BEST3",4
"45951","BEST4",2
"6353","BET1",1
"55514","BET1L",1
"73363","BET3L",2
"85198","BEX2",1
"56242","BEX4",1
"84113","BFAR",4
"87398","BFSP1",5
"69146","BFSP2",1
"65794","BGN",2
"83674","BHLHB9",3
"40063","BHLHE22",1
"72212","BHLHE40",2
"69147","BHLHE41",3
"68905","BHMT",1
"27529","BHMT2",2
"61609","BICC1",6
"68649","BICD1",3
"51418","BICD2",4
"70718","BID",4
"60975","BIK",1
"58315","BIN1",2
"63763","BIN2",2
"74831","BIRC2",3
"25800","BIRC3",5
"74833","BIRC6",24
"45632","BIRC7",2
"80914","BIRC8",4
"51171","BIVM",1
"63159","BLCAP",1
"64812","BLK",6
"65570","BLM",11
"28845","BLMH",3
"74834","BLNK",1
"24268","BLOC1S1",2
"63568","BLOC1S2",3
"50342","BLOC1S5",1
"12296","BLOC1S6",2
"82480","BLVRA",5
"12825","BLVRB",1
"47570","BLZF1",1
"6354","BMF",1
"74836","BMI1",2
"88381","BMP1",5
"37243","BMP10",1
"52082","BMP15",4
"86199","BMP2",3
"65571","BMP2K",7
"37639","BMP3",3
"68650","BMP4",2
"84115","BMP5",4
"39252","BMP6",2
"72264","BMP8B",2
"74840","BMPER",5
"519","BMPR1A",1
"74841","BMPR1B",6
"88255","BMPR2",8
"80067","BMS1",4
"87200","BMX",10
"85201","BNC1",9
"50661","BNC2",5
"84116","BNIP1",1
"31003","BNIP2",1
"6355","BNIP3",1
"25274","BNIPL",2
"82250","BOC",7
"13539","BOD1",1
"82684","BOD1L1",12
"88256","BOD1L2",2
"40701","BOK",1
"73975","BOLA1",3
"74850","BOLL",3
"47215","BOP1",1
"90439","BORA",8
"7790","BPGM",1
"74853","BPHL",5
"64683","BPI",2
"52092","BPIFA1",4
"36043","BPIFA2",1
"74855","BPIFA3",3
"52097","BPIFB1",6
"52099","BPIFB2",2
"74856","BPIFB3",6
"89820","BPIFB4",9
"74857","BPIFB6",1
"74858","BPIFC",2
"80707","BPNT1",2
"90153","BPTF",17
"40703","BRAF",5
"85202","BRAP",9
"14533","BRAT1",1
"81262","BRCA1",14
"86446","BRCA2",19
"15041","BRCC3",2
"26950","BRD1",6
"85022","BRD2",5
"65799","BRD3",3
"85203","BRD4",3
"80708","BRD7",4
"87945","BRD8",9
"59046","BRD9",4
"74864","BRDT",4
"88559","BRE",6
"40711","BRF1",5
"61309","BRF2",3
"29051","BRI3",3
"83744","BRI3BP",1
"80638","BRIP1",11
"61716","BRIX1",3
"68483","BRK1",1
"63334","BRMS1",2
"74868","BRMS1L",1
"38880","BROX",2
"86133","BRPF1",7
"89439","BRPF3",10
"90369","BRS3",4
"36315","BRSK1",2
"64719","BRSK2",7
"88788","BRWD1",21
"85204","BRWD3",18
"40714","BSCL2",3
"69151","BSDC1",3
"51296","BSG",1
"86448","BSN",14
"56802","BSND",1
"86449","BSPH1",1
"52108","BST1",3
"65801","BST2",2
"57683","BSX",3
"87531","BTAF1",4
"80069","BTBD1",5
"87038","BTBD10",3
"46583","BTBD11",4
"74877","BTBD16",3
"23658","BTBD17",2
"69153","BTBD18",2
"80709","BTBD19",5
"74878","BTBD3",5
"56310","BTBD6",1
"85205","BTBD7",5
"80710","BTBD9",1
"73502","BTD",5
"46438","BTF3",2
"38566","BTF3L4",2
"78","BTG4",1
"67503","BTK",7
"81263","BTN1A1",4
"65804","BTN2A1",4
"65805","BTN2A2",5
"83678","BTN3A1",3
"73976","BTN3A3",5
"52115","BTNL2",2
"74880","BTNL3",5
"74881","BTNL8",6
"89990","BTNL9",4
"72773","BTRC",4
"85207","BUB1",4
"69156","BUB1B",5
"40721","BUB3",3
"74883","BUD13",2
"40722","BUD31",1
"74884","BVES",2
"61610","BYSL",2
"68628","BZRAP1",9
"34935","BZW1",2
"3324","BZW2",1
"63575","C10orf107",1
"22247","C10orf108",1
"74885","C10orf11",2
"89580","C10orf112",7
"45031","C10orf114",1
"74887","C10orf118",4
"82685","C10orf12",13
"90370","C10orf120",5
"57986","C10orf128",1
"40725","C10orf129",3
"40726","C10orf131",1
"72699","C10orf137",2
"89077","C10orf2",7
"62643","C10orf32",1
"39915","C10orf47",1
"82686","C10orf53",2
"89339","C10orf62",1
"73786","C10orf68",8
"74892","C10orf71",8
"52119","C10orf76",3
"74893","C10orf82",1
"84119","C10orf85",2
"40731","C10orf88",3
"90064","C10orf90",4
"60699","C10orf91",2
"27801","C10orf95",1
"69158","C10orf99",1
"58316","C11orf1",1
"87474","C11orf16",2
"24126","C11orf20",2
"15236","C11orf21",1
"89696","C11orf24",4
"64058","C11orf30",9
"74895","C11orf31",2
"85208","C11orf34",1
"14881","C11orf35",1
"89340","C11orf40",3
"80711","C11orf45",1
"10569","C11orf48",2
"69159","C11orf49",5
"55410","C11orf52",1
"26417","C11orf54",1
"85209","C11orf58",2
"67922","C11orf63",6
"10570","C11orf65",1
"74897","C11orf70",2
"69160","C11orf71",1
"35862","C11orf74",1
"29061","C11orf80",1
"57018","C11orf82",4
"67399","C11orf84",5
"27213","C11orf85",1
"8126","C11orf86",1
"63577","C11orf87",1
"26875","C11orf88",2
"74278","C11orf89",1
"81109","C11orf9",3
"52121","C11orf92",1
"52122","C12orf10",1
"64925","C12orf23",1
"2776","C12orf28",2
"52123","C12orf36",6
"30352","C12orf39",1
"40734","C12orf4",2
"83424","C12orf40",7
"68548","C12orf42",3
"36316","C12orf44",1
"82253","C12orf45",2
"89821","C12orf5",3
"50867","C12orf50",3
"80192","C12orf55",7
"68388","C12orf56",4
"83827","C12orf57",3
"67427","C12orf65",1
"80070","C12orf68",2
"74904","C12orf69",2
"80332","C12orf70",1
"83930","C12orf71",3
"14352","C12orf74",1
"56052","C12orf75",1
"4509","C12orf76",1
"20681","C12orf77",1
"74906","C13orf33",2
"65809","C13orf35",2
"74907","C14orf101",2
"86134","C14orf102",8
"31774","C14orf105",2
"74908","C14orf118",1
"58702","C14orf119",1
"59289","C14orf129",1
"25276","C14orf142",1
"58918","C14orf159",3
"74909","C14orf166B",5
"90178","C14orf177",2
"37646","C14orf178",1
"83528","C14orf180",2
"84121","C14orf183",1
"80601","C14orf37",6
"90065","C14orf38",9
"87399","C14orf39",8
"74918","C14orf43",9
"15666","C14orf45",1
"46272","C14orf80",2
"74919","C14orf93",3
"74920","C15orf23",3
"33872","C15orf26",1
"46440","C15orf27",2
"74921","C15orf29",2
"52128","C15orf38",1
"88382","C15orf39",10
"40739","C15orf40",2
"40740","C15orf44",2
"87590","C15orf52",4
"22599","C15orf53",1
"73682","C15orf55",5
"8411","C15orf56",1
"46827","C15orf59",2
"87680","C15orf60",1
"65814","C15orf62",1
"59322","C16orf11",1
"90124","C16orf3",3
"74923","C16orf45",3
"88789","C16orf46",2
"899","C16orf47",1
"34403","C16orf48",1
"69165","C16orf5",2
"69166","C16orf53",2
"81659","C16orf55",1
"61917","C16orf58",2
"63462","C16orf59",6
"59551","C16orf62",6
"88790","C16orf7",2
"72774","C16orf78",3
"21943","C16orf80",2
"86454","C16orf85",1
"47140","C16orf86",1
"60701","C16orf87",3
"24586","C16orf88",2
"84881","C16orf89",2
"65815","C16orf90",1
"84882","C16orf91",3
"65816","C16orf92",2
"62314","C16orf93",4
"55713","C16orf95",2
"60241","C16orf96",5
"65133","C17orf101",3
"51725","C17orf102",2
"73364","C17orf104",7
"65817","C17orf108",1
"84122","C17orf28",4
"74927","C17orf47",2
"40749","C17orf49",1
"72477","C17orf53",4
"40750","C17orf59",1
"52132","C17orf61",3
"85213","C17orf62",3
"40751","C17orf64",2
"67400","C17orf66",1
"26275","C17orf70",1
"65818","C17orf72",2
"2298","C17orf74",1
"37648","C17orf75",2
"74928","C17orf77",3
"26072","C17orf78",1
"47574","C17orf80",3
"27990","C17orf82",1
"40754","C17orf85",3
"82827","C17orf97",6
"26314","C17orf99",1
"54985","C18orf1",1
"40755","C18orf26",1
"58357","C18orf34",5
"89252","C18orf42",2
"28538","C18orf54",2
"9305","C18orf63",1
"50526","C18orf8",1
"89856","C19orf10",2
"71078","C19orf12",2
"74930","C19orf18",1
"14695","C19orf21",1
"90246","C19orf25",2
"59290","C19orf26",1
"2481","C19orf33",1
"25623","C19orf35",1
"82128","C19orf40",3
"34449","C19orf42",1
"56851","C19orf43",1
"47443","C19orf44",3
"55228","C19orf54",2
"40757","C19orf55",1
"72214","C19orf57",3
"83071","C19orf59",1
"62315","C19orf66",2
"67623","C19orf69",1
"57197","C19orf70",1
"46675","C19orf73",3
"31647","C19orf76",2
"74932","C1GALT1",3
"82978","C1GALT1C1",3
"74941","C1orf101",12
"65820","C1orf106",3
"18606","C1orf111",1
"62503","C1orf112",4
"87475","C1orf114",6
"72775","C1orf116",3
"87329","C1orf122",3
"38882","C1orf123",1
"74945","C1orf127",9
"84885","C1orf129",6
"22604","C1orf131",1
"86203","C1orf141",3
"27327","C1orf159",1
"89581","C1orf167",4
"74948","C1orf168",3
"14353","C1orf170",1
"35767","C1orf172",1
"87841","C1orf173",16
"48167","C1orf174",2
"64062","C1orf177",4
"34989","C1orf185",1
"31775","C1orf186",1
"32357","C1orf192",1
"81805","C1orf194",3
"52141","C1orf198",6
"74952","C1orf204",1
"48032","C1orf210",1
"8418","C1orf212",1
"24833","C1orf220",1
"85216","C1orf222",12
"84125","C1orf226",2
"17711","C1orf227",1
"69172","C1orf228",1
"81148","C1orf31",3
"59891","C1orf35",2
"74953","C1orf43",2
"34404","C1orf50",2
"2482","C1orf51",1
"13104","C1orf53",1
"87232","C1orf54",2
"18608","C1orf56",1
"70937","C1orf61",3
"87681","C1orf63",4
"48169","C1orf64",1
"88075","C1orf65",4
"56313","C1orf74",1
"89078","C1orf85",4
"80160","C1orf86",2
"45954","C1orf87",2
"10578","C1orf88",1
"80915","C1orf94",4
"20877","C1QA",1
"35654","C1QB",1
"55543","C1QL1",1
"31956","C1QTNF2",3
"74934","C1QTNF3",3
"81266","C1QTNF5",11
"45637","C1QTNF6",1
"24127","C1QTNF7",2
"74937","C1QTNF9",2
"46341","C1QTNF9B",1
"35766","C1QTNF9B-AS1",1
"69168","C1R",7
"85215","C1RL",3
"14883","C1S",1
"40774","C2",1
"80284","C20orf111",3
"73328","C20orf112",8
"63579","C20orf118",2
"89941","C20orf132",8
"4605","C20orf141",1
"15725","C20orf151",1
"69174","C20orf152",3
"59240","C20orf160",1
"28539","C20orf166",1
"62946","C20orf173",2
"9553","C20orf194",2
"4128","C20orf195",1
"64238","C20orf196",1
"6371","C20orf197",1
"4843","C20orf20",1
"74956","C20orf24",1
"72776","C20orf26",10
"23533","C20orf27",1
"62317","C20orf43",3
"74957","C20orf72",3
"65822","C20orf79",2
"48033","C20orf85",2
"17625","C20orf94",1
"74959","C20orf96",1
"73881","C21orf119",4
"62372","C21orf128",1
"69175","C21orf2",1
"15832","C21orf37",1
"55855","C21orf58",3
"65823","C21orf59",1
"74960","C21orf62",1
"37654","C21orf7",1
"74961","C21orf88",3
"50789","C21orf91",2
"74962","C22orf13",2
"71259","C22orf23",1
"65824","C22orf28",4
"24658","C22orf34",1
"69179","C22orf42",1
"24399","C22orf43",2
"58317","C2CD2",2
"52148","C2CD2L",2
"81057","C2CD3",13
"74964","C2CD4D",2
"62720","C2orf15",1
"80036","C2orf16",17
"10352","C2orf18",1
"63161","C2orf29",2
"74969","C2orf40",2
"40780","C2orf42",3
"89582","C2orf43",2
"26625","C2orf44",1
"87039","C2orf47",5
"40781","C2orf48",1
"40782","C2orf49",2
"24129","C2orf50",1
"74971","C2orf51",1
"74972","C2orf56",3
"29068","C2orf61",1
"47050","C2orf62",2
"32918","C2orf65",2
"23877","C2orf68",1
"82915","C2orf69",2
"74974","C2orf71",10
"47576","C2orf73",1
"38883","C2orf76",1
"80193","C2orf78",7
"58110","C2orf81",2
"24487","C2orf82",1
"85217","C3",11
"82880","C3AR1",3
"87040","C3orf14",1
"40788","C3orf15",4
"74978","C3orf17",2
"46830","C3orf18",1
"74979","C3orf19",2
"82778","C3orf20",4
"88076","C3orf24",3
"74982","C3orf26",2
"52154","C3orf30",6
"32920","C3orf32",2
"40790","C3orf33",3
"37045","C3orf35",1
"27328","C3orf36",2
"73979","C3orf37",4
"74984","C3orf38",3
"47216","C3orf43",1
"55716","C3orf49",2
"87041","C3orf52",6
"9368","C3orf55",1
"37659","C3orf58",1
"55328","C3orf62",2
"74986","C3orf67",4
"84127","C3orf70",3
"26876","C3orf71",2
"4608","C3orf72",1
"83073","C3orf74",2
"86204","C3orf77",9
"65829","C3orf78",1
"49711","C4A",2
"49712","C4B",2
"74990","C4BPA",4
"48173","C4BPB",1
"72066","C4orf17",5
"5937","C4orf19",1
"74993","C4orf21",9
"24400","C4orf22",1
"24660","C4orf26",3
"85218","C4orf27",1
"74994","C4orf29",3
"62722","C4orf3",3
"74995","C4orf32",1
"30566","C4orf33",1
"26920","C4orf34",2
"70720","C4orf36",2
"84129","C4orf40",5
"46159","C4orf45",1
"88156","C4orf47",1
"46445","C4orf50",4
"89342","C4orf51",2
"63429","C4orf6",1
"80071","C5",5
"74996","C5AR1",4
"136","C5orf15",1
"87476","C5orf20",1
"60930","C5orf22",1
"65830","C5orf25",8
"74998","C5orf28",3
"37661","C5orf34",4
"36748","C5orf38",2
"65831","C5orf4",1
"89822","C5orf42",21
"86456","C5orf44",1
"58703","C5orf45",3
"75000","C5orf51",2
"89857","C5orf52",4
"84132","C5orf54",6
"65832","C5orf56",2
"84133","C5orf60",7
"52156","C5orf62",1
"50068","C5orf63",2
"81806","C6",8
"13141","C6orf1",1
"75002","C6orf10",4
"45430","C6orf100",1
"82980","C6orf118",6
"17131","C6orf123",1
"75004","C6orf130",1
"64422","C6orf132",1
"964","C6orf136",2
"88676","C6orf141",1
"75006","C6orf163",2
"68035","C6orf165",4
"89440","C6orf170",6
"72700","C6orf211",2
"75009","C6orf222",1
"12598","C6orf228",1
"48174","C6orf25",1
"48747","C6orf47",2
"73042","C6orf57",1
"75011","C6orf58",3
"84887","C6orf62",4
"71262","C6orf70",3
"70721","C6orf89",4
"85219","C7",8
"75012","C7orf10",6
"45034","C7orf23",1
"48176","C7orf25",2
"71006","C7orf26",3
"52161","C7orf29",1
"75013","C7orf31",5
"81268","C7orf34",3
"52164","C7orf43",2
"60005","C7orf50",1
"39342","C7orf53",1
"75014","C7orf57",4
"63581","C7orf60",4
"40811","C7orf61",3
"73087","C7orf62",5
"69186","C7orf63",6
"55160","C7orf65",1
"36672","C7orf71",1
"73088","C7orf72",3
"75018","C8A",3
"40814","C8B",3
"14396","C8G",2
"24837","C8orf12",1
"15726","C8orf17",1
"63582","C8orf31",4
"73438","C8orf33",1
"68825","C8orf34",1
"20436","C8orf40",1
"58111","C8orf44",2
"46587","C8orf47",3
"88792","C8orf48",3
"24838","C8orf49",1
"8423","C8orf58",2
"5056","C8orf73",1
"69187","C8orf74",2
"14014","C8orf76",1
"51370","C8orf86",1
"81269","C9",5
"31776","C9orf11",1
"85220","C9orf114",4
"25806","C9orf116",1
"49854","C9orf117",2
"88793","C9orf131",9
"85221","C9orf135",2
"60242","C9orf141",2
"89764","C9orf142",2
"52172","C9orf152",1
"63162","C9orf153",1
"2871","C9orf156",2
"55789","C9orf163",1
"33081","C9orf170",1
"84136","C9orf171",2
"81271","C9orf172",1
"75023","C9orf174",20
"75025","C9orf24",1
"83829","C9orf3",8
"40818","C9orf37",3
"37046","C9orf41",2
"89171","C9orf43",12
"40820","C9orf50",3
"80509","C9orf57",1
"49779","C9orf64",1
"87275","C9orf66",3
"14985","C9orf69",2
"40822","C9orf72",1
"75028","C9orf78",1
"80194","C9orf84",10
"73089","C9orf85",2
"4300","C9orf89",1
"87591","C9orf91",4
"46447","C9orf92",2
"65840","C9orf96",5
"82981","CA1",3
"52179","CA10",3
"29076","CA11",4
"40826","CA12",1
"70541","CA13",1
"60539","CA14",4
"81059","CA2",2
"88973","CA4",2
"48179","CA5B",3
"31649","CA6",1
"82076","CA9",5
"37663","CAB39",1
"1467","CAB39L",1
"88384","CABIN1",9
"75030","CABLES1",3
"9412","CABP5",1
"63583","CABS1",3
"89488","CABYR",6
"51727","CACFD1",1
"75032","CACHD1",8
"88645","CACNA1A",17
"89697","CACNA1B",15
"89858","CACNA1C",17
"89668","CACNA1D",19
"83906","CACNA1E",30
"87042","CACNA1F",17
"84889","CACNA1G",14
"69196","CACNA1H",12
"74203","CACNA1I",5
"82881","CACNA1S",9
"75043","CACNA2D1",7
"73251","CACNA2D2",7
"84137","CACNA2D3",9
"65845","CACNA2D4",5
"90032","CACNB1",3
"74204","CACNB2",3
"65847","CACNB3",4
"40837","CACNB4",2
"24402","CACNG1",1
"15438","CACNG2",1
"75044","CACNG3",3
"17486","CACNG4",2
"61528","CACNG5",2
"63585","CACNG6",1
"69198","CACNG7",3
"61529","CACNG8",1
"63199","CACTIN",4
"32922","CACUL1",2
"88489","CAD",17
"72778","CADM1",4
"88385","CADM2",7
"58055","CADM3",2
"36403","CADM4",1
"89343","CADPS",16
"75046","CADPS2",9
"86462","CAGE1",4
"65851","CALB1",1
"15987","CALB2",2
"56320","CALCA",2
"63586","CALCOCO1",2
"75050","CALCOCO2",2
"90440","CALCR",2
"34405","CALCRL",3
"75052","CALD1",9
"75053","CALHM2",6
"13544","CALHM3",2
"50767","CALM2",2
"46274","CALML5",2
"88794","CALML6",1
"64279","CALN1",4
"61557","CALR",2
"82691","CALR3",3
"65852","CALU",2
"47258","CAMK1",1
"45213","CAMK1D",2
"69200","CAMK1G",5
"40845","CAMK2A",4
"75054","CAMK2B",3
"81882","CAMK2D",6
"48186","CAMK2G",2
"87842","CAMK4",6
"65134","CAMKK1",3
"46683","CAMKK2",4
"69202","CAMKMT",3
"86206","CAMKV",2
"88078","CAMSAP1",12
"90179","CAMSAP2",14
"75059","CAMSAP3",7
"80982","CAMTA1",7
"72068","CAMTA2",11
"84139","CAND1",7
"87884","CAND2",6
"57022","CANT1",2
"58113","CANX",4
"55411","CAP1",3
"29078","CAP2",3
"73365","CAPG",3
"85226","CAPN1",8
"65854","CAPN10",5
"90471","CAPN11",3
"30571","CAPN12",2
"62373","CAPN13",3
"16548","CAPN14",2
"65855","CAPN2",8
"62948","CAPN3",3
"83075","CAPN6",3
"25048","CAPN7",2
"48189","CAPN8",4
"10597","CAPN9",1
"56001","CAPRIN1",3
"52191","CAPRIN2",3
"35770","CAPS",1
"75064","CAPS2",6
"35957","CAPSL",1
"46449","CAPZA1",1
"75066","CAPZA2",2
"40866","CAPZB",1
"89442","CARD10",6
"87946","CARD11",8
"85227","CARD14",5
"60979","CARD16",2
"62375","CARD17",2
"65574","CARD18",1
"75070","CARD6",7
"71041","CARD8",4
"73171","CARD9",4
"40868","CARKD",2
"75071","CARM1",5
"58114","CARNS1",6
"69205","CARS",5
"56152","CARS2",5
"60436","CARTPT",1
"89991","CASC1",4
"40871","CASC3",3
"72482","CASC4",6
"75073","CASC5",12
"75074","CASD1",2
"89942","CASK",9
"88386","CASKIN1",7
"69207","CASKIN2",2
"75075","CASP1",3
"49781","CASP10",2
"75076","CASP14",1
"52195","CASP2",3
"75077","CASP3",1
"12261","CASP4",1
"75078","CASP5",2
"81060","CASP6",2
"34295","CASP7",2
"81275","CASP8",13
"71738","CASP9",3
"85229","CASQ1",2
"89253","CASQ2",6
"81276","CASR",12
"75081","CASS4",5
"81808","CAST",7
"86464","CASZ1",15
"83428","CAT",3
"65862","CATSPER1",2
"89443","CATSPER2",9
"85231","CATSPER3",5
"75085","CATSPER4",5
"90070","CATSPERB",6
"80917","CATSPERD",3
"56706","CATSPERG",4
"57691","CAV1",4
"75088","CBFA2T2",3
"37050","CBFA2T3",1
"90371","CBFB",25
"87593","CBL",4
"84890","CBLB",15
"89444","CBLC",7
"6393","CBLL1",1
"63965","CBLN1",1
"72347","CBLN2",2
"17035","CBLN4",1
"65866","CBR1",3
"68653","CBS",1
"20510","CBWD1",1
"68390","CBWD3",2
"55545","CBWD5",1
"72216","CBX1",2
"61753","CBX2",3
"61930","CBX3",2
"46833","CBX4",4
"48766","CBX5",4
"48195","CBX7",1
"88730","CBX8",7
"52203","CBY1",4
"84891","CC2D1A",9
"81809","CC2D1B",5
"86466","CC2D2A",7
"75097","CC2D2B",3
"83789","CCAR1",12
"13458","CCBE1",1
"59555","CCBL1",2
"45543","CCBL2",3
"52206","CCBP2",3
"50873","CCDC101",2
"75101","CCDC102A",1
"18638","CCDC102B",2
"25728","CCDC103",1
"40887","CCDC104",2
"62245","CCDC105",1
"37051","CCDC106",1
"89583","CCDC108",11
"22631","CCDC109B",1
"65575","CCDC11",4
"75103","CCDC110",6
"80716","CCDC111",3
"83432","CCDC112",5
"37052","CCDC113",1
"75105","CCDC114",3
"59152","CCDC115",2
"40889","CCDC116",1
"143","CCDC12",1
"82401","CCDC120",5
"88796","CCDC121",3
"64926","CCDC125",2
"4233","CCDC127",1
"82917","CCDC129",5
"75108","CCDC13",4
"573","CCDC130",1
"75109","CCDC132",6
"72923","CCDC135",9
"90251","CCDC136",9
"83077","CCDC137",2
"75111","CCDC138",6
"89730","CCDC14",7
"86467","CCDC140",1
"34518","CCDC141",5
"83078","CCDC142",4
"87752","CCDC144A",15
"88798","CCDC146",6
"85234","CCDC147",11
"75116","CCDC148",3
"1480","CCDC149",1
"62447","CCDC15",4
"83079","CCDC150",9
"89859","CCDC151",3
"50874","CCDC152",1
"40899","CCDC153",2
"31650","CCDC154",4
"89669","CCDC155",12
"51728","CCDC157",1
"85235","CCDC158",5
"89731","CCDC159",2
"75120","CCDC160",1
"4613","CCDC163P",1
"85236","CCDC164",3
"83790","CCDC168",13
"33883","CCDC169",1
"88799","CCDC17",5
"58435","CCDC170",5
"87594","CCDC171",7
"89079","CCDC172",7
"75125","CCDC173",8
"89698","CCDC18",9
"62505","CCDC19",3
"61148","CCDC22",1
"50662","CCDC23",2
"38895","CCDC24",2
"88800","CCDC27",8
"65872","CCDC28A",1
"18076","CCDC28B",1
"75129","CCDC3",4
"88801","CCDC30",4
"72667","CCDC33",3
"75130","CCDC34",4
"52216","CCDC36",2
"65873","CCDC37",4
"75131","CCDC38",2
"82581","CCDC39",7
"89586","CCDC40",8
"40911","CCDC41",2
"62950","CCDC42",3
"75134","CCDC42B",3
"54987","CCDC43",1
"64816","CCDC47",3
"47218","CCDC48",2
"75135","CCDC50",4
"10614","CCDC51",1
"18077","CCDC53",1
"75136","CCDC57",5
"22196","CCDC6",1
"62951","CCDC60",4
"85237","CCDC61",3
"86207","CCDC62",7
"72488","CCDC63",6
"57693","CCDC64B",1
"85238","CCDC66",6
"18642","CCDC67",4
"90252","CCDC68",1
"52219","CCDC69",4
"75140","CCDC7",4
"75141","CCDC71",1
"6404","CCDC73",3
"80334","CCDC74A",7
"90253","CCDC74B",7
"75142","CCDC77",1
"49715","CCDC78",5
"64360","CCDC79",3
"68593","CCDC8",3
"86469","CCDC80",8
"86470","CCDC81",2
"64554","CCDC82",6
"75146","CCDC83",5
"55943","CCDC84",3
"65448","CCDC85A",4
"64927","CCDC86",1
"73982","CCDC87",6
"86471","CCDC88A",21
"50531","CCDC88B",2
"75151","CCDC88C",11
"68550","CCDC89",1
"65878","CCDC9",2
"75152","CCDC90B",1
"80719","CCDC91",3
"32361","CCDC92",2
"75153","CCDC93",3
"89173","CCDC94",2
"82041","CCDC97",4
"84892","CCDC99",2
"86472","CCER1",4
"56854","CCHCR1",4
"82256","CCIN",6
"82860","CCKAR",3
"61411","CCKBR",4
"4235","CCL11",1
"61931","CCL13",4
"40128","CCL14",1
"84143","CCL15",1
"75155","CCL19",1
"31030","CCL2",1
"10621","CCL20",1
"33225","CCL21",2
"30578","CCL23",1
"52224","CCL26",1
"87682","CCL28",1
"89922","CCL3L1",1
"68829","CCL4L2",2
"31031","CCM2",1
"87885","CCNA2",4
"81735","CCNB1",6
"75157","CCNB1IP1",2
"89993","CCNB3",15
"90180","CCNC",1
"37054","CCND1",1
"73504","CCND2",3
"60144","CCND3",8
"57024","CCNDBP1",1
"8441","CCNE1",2
"87683","CCNE2",4
"88803","CCNF",5
"55163","CCNG2",2
"22049","CCNH",2
"35441","CCNI2",2
"75161","CCNK",2
"84144","CCNL2",9
"34408","CCNO",1
"85239","CCNT1",6
"73604","CCNT2",3
"52226","CCNY",2
"40927","CCNYL1",2
"24847","CCNYL2",1
"64425","CCP110",3
"75162","CCPG1",9
"73173","CCR1",4
"60101","CCR10",1
"88560","CCR2",7
"82661","CCR3",2
"22641","CCR4",1
"74205","CCR5",1
"12690","CCR6",1
"86208","CCR7",4
"82634","CCR8",1
"48199","CCR9",1
"63768","CCRL1",1
"71534","CCRL2",4
"68551","CCRN4L",1
"80075","CCS",4
"74138","CCSAP",5
