"","symbol","weight"
"38319","SURF1",1
"44161","SURF2",1
"7064","SURF4",1
"58246","SURF6",2
"78991","SUSD1",3
"70308","SUSD2",6
"88604","SUSD4",9
"78992","SUSD5",6
"36816","SUV39H1",2
"78993","SUV39H2",1
"81715","SUV420H1",8
"84713","SUV420H2",2
"90304","SUZ12",8
"61274","SV2A",4
"84016","SV2B",4
"78995","SV2C",1
"89398","SVEP1",21
"84716","SVIL",14
"19562","SVIP",1
"71876","SVOP",5
"78998","SVOPL",3
"68737","SWAP70",3
"83249","SWI5",5
"71669","SWSAP1",2
"79000","SWT1",7
"26685","SYAP1",2
"66998","SYBU",9
"35136","SYCE1",1
"12223","SYCE1L",1
"80872","SYCE3",1
"86901","SYCP1",8
"88726","SYCP2",10
"86902","SYCP2L",5
"25001","SYCP3",1
"83250","SYDE1",5
"79004","SYDE2",5
"16625","SYF2",1
"79005","SYK",5
"80266","SYMPK",8
"88932","SYN1",4
"79007","SYN2",3
"84717","SYN3",1
"38810","SYNC",3
"85906","SYNCRIP",8
"54461","SYNDIG1",3
"88243","SYNDIG1L",1
"89650","SYNE1",58
"85908","SYNE2",52
"81580","SYNE3",7
"67000","SYNE4",3
"88549","SYNGAP1",6
"44179","SYNGR2",1
"34974","SYNGR4",1
"28352","SYNJ1",4
"79025","SYNJ2",7
"88244","SYNM",8
"71062","SYNPO",5
"83042","SYNPO2",10
"39902","SYNPO2L",3
"83477","SYNPR",4
"82371","SYNRG",6
"79027","SYP",3
"86905","SYPL1",2
"79028","SYPL2",2
"37451","SYS1",2
"59523","SYT1",2
"79029","SYT10",3
"62184","SYT11",6
"61103","SYT12",3
"19569","SYT13",1
"88139","SYT14",3
"80143","SYT15",1
"49527","SYT16",8
"84721","SYT17",6
"79030","SYT2",5
"73765","SYT3",2
"72155","SYT4",3
"67005","SYT5",4
"44187","SYT6",5
"51074","SYT7",1
"85909","SYT8",4
"70313","SYT9",6
"67006","SYTL1",2
"87657","SYTL2",8
"60661","SYTL3",4
"79032","SYTL4",3
"79033","SYTL5",4
"68933","SYVN1",3
"31736","SZRD1",3
"84724","SZT2",18
"63721","T",2
"85910","TAAR1",3
"79036","TAAR2",5
"80873","TAAR5",4
"45176","TAAR6",2
"54475","TAAR8",1
"87168","TAAR9",3
"35994","TAB2",2
"80146","TAB3",9
"82424","TACC1",6
"90171","TACC2",16
"82010","TACC3",3
"2014","TACO1",1
"57157","TACR1",2
"68356","TACR2",4
"23318","TACR3",2
"62301","TACSTD2",1
"70317","TADA1",1
"71064","TADA2A",2
"12554","TADA2B",1
"3003","TADA3",1
"79043","TAF1",20
"55692","TAF13",1
"70318","TAF1A",3
"87361","TAF1B",9
"67330","TAF1C",2
"89244","TAF1L",21
"81581","TAF2",7
"71396","TAF3",3
"79050","TAF4",3
"83514","TAF4B",6
"82816","TAF5",5
"90230","TAF5L",6
"67014","TAF6",3
"54480","TAF6L",3
"35506","TAF7",1
"79051","TAF7L",6
"86907","TAF8",1
"79052","TAF9",2
"90305","TAGAP",5
"70322","TAGLN",2
"36126","TAGLN2",1
"54482","TAGLN3",1
"17246","TAL1",1
"79054","TALDO1",2
"86182","TANC1",9
"90488","TANC2",17
"62896","TANK",3
"62573","TAOK1",5
"84992","TAOK2",9
"88459","TAOK3",5
"79058","TAP1",3
"65634","TAPBPL",1
"44205","TAPT1",5
"81584","TARBP1",14
"64797","TARBP2",6
"71397","TARDBP",2
"90231","TARS",8
"87432","TARS2",12
"44208","TARSL2",3
"17892","TAS1R1",3
"83408","TAS1R2",6
"36506","TAS1R3",1
"79062","TAS2R1",4
"82817","TAS2R10",5
"24465","TAS2R13",2
"60662","TAS2R14",2
"82902","TAS2R16",6
"24006","TAS2R19",2
"71882","TAS2R3",3
"35702","TAS2R30",1
"89211","TAS2R31",4
"73055","TAS2R38",2
"4574","TAS2R39",1
"54494","TAS2R40",2
"85913","TAS2R41",2
"64534","TAS2R42",2
"86911","TAS2R43",8
"79065","TAS2R46",2
"60924","TAS2R5",2
"54496","TAS2R50",1
"90428","TAS2R8",2
"6196","TAS2R9",2
"88934","TASP1",5
"72937","TAT",3
"85914","TATDN1",3
"72841","TATDN2",4
"32845","TATDN3",2
"67731","TAX1BP1",4
"73421","TAZ",3
"89652","TBATA",6
"79068","TBC1D1",8
"63192","TBC1D10A",2
"74099","TBC1D10B",2
"88245","TBC1D10C",5
"85916","TBC1D12",4
"39876","TBC1D13",4
"79069","TBC1D14",2
"85917","TBC1D15",5
"62189","TBC1D16",1
"85918","TBC1D17",5
"21675","TBC1D19",2
"88461","TBC1D2",8
"32575","TBC1D20",2
"79071","TBC1D21",4
"26687","TBC1D22A",1
"70325","TBC1D22B",3
"80267","TBC1D23",3
"81195","TBC1D24",3
"79074","TBC1D25",11
"44217","TBC1D26",2
"58042","TBC1D28",2
"29751","TBC1D29",4
"82961","TBC1D2B",5
"68814","TBC1D3",1
"50598","TBC1D30",1
"86915","TBC1D3P5",2
"82012","TBC1D4",13
"39753","TBC1D5",6
"82013","TBC1D8",7
"89690","TBC1D8B",11
"79076","TBC1D9",3
"79077","TBC1D9B",8
"4771","TBCB",1
"58640","TBCC",3
"32406","TBCCD1",1
"85919","TBCD",9
"70327","TBCE",2
"86916","TBCEL",3
"70328","TBCK",5
"37322","TBK1",1
"71118","TBKBP1",3
"90429","TBL1X",5
"90021","TBL1XR1",12
"20799","TBL2",3
"55600","TBL3",3
"64914","TBP",2
"79078","TBPL2",2
"19591","TBR1",3
"44221","TBRG1",2
"82068","TBRG4",2
"67782","TBX1",1
"40021","TBX10",3
"70330","TBX15",4
"55601","TBX18",5
"72015","TBX19",3
"67733","TBX2",1
"58902","TBX20",4
"82014","TBX22",7
"90353","TBX3",28
"89431","TBX4",4
"79082","TBX5",6
"38339","TBXAS1",3
"73148","TC2N",6
"79083","TCAIM",3
"44223","TCEA1",4
"28598","TCEA2",2
"63312","TCEA3",4
"79084","TCEAL2",3
"73037","TCEAL3",4
"35835","TCEAL5",1
"79085","TCEAL6",2
"79087","TCEANC",4
"26402","TCEANC2",1
"32576","TCEB1",1
"85099","TCEB3",7
"88574","TCEB3B",5
"88935","TCEB3C",4
"54515","TCEB3CL",1
"54516","TCEB3CL2",1
"79089","TCERG1",7
"79090","TCERG1L",2
"85922","TCF12",12
"67386","TCF19",2
"86917","TCF20",14
"58641","TCF21",1
"79091","TCF23",1
"87565","TCF25",6
"88702","TCF3",4
"87170","TCF4",10
"49828","TCF7",4
"71670","TCF7L1",2
"85924","TCF7L2",7
"36818","TCFL5",1
"90430","TCHH",21
"83872","TCHHL1",6
"47735","TCHP",2
"67028","TCIRG1",4
"11663","TCL1B",1
"50832","TCN1",3
"35836","TCN2",2
"90053","TCOF1",6
"51270","TCP1",1
"86920","TCP10",10
"44237","TCP10L",1
"86923","TCP10L2",4
"64208","TCP11",6
"38344","TCP11L1",2
"70332","TCP11L2",5
"46555","TCTE1",4
"68109","TCTEX1D1",3
"89047","TCTN1",7
"88462","TCTN2",5
"30880","TCTN3",2
"70333","TDG",1
"62191","TDGF1",1
"30881","TDO2",2
"54526","TDP1",1
"54527","TDP2",2
"79095","TDRD1",5
"44241","TDRD10",2
"90113","TDRD12",5
"17971","TDRD3",4
"85926","TDRD5",6
"79098","TDRD6",15
"88936","TDRD7",3
"79099","TDRD9",5
"79100","TDRKH",4
"70335","TEAD1",5
"59225","TEAD2",3
"83654","TEAD3",1
"70603","TEAD4",5
"57918","TEC",6
"70336","TECPR1",3
"84733","TECPR2",7
"62352","TECR",1
"60788","TECRL",3
"89470","TECTA",13
"31506","TEFM",1
"79104","TEK",8
"88937","TEKT1",2
"85928","TEKT2",3
"67031","TEKT3",2
"85929","TEKT5",4
"79106","TELO2",3
"46977","TEN1",1
"74311","TENC1",5
"90232","TEP1",16
"57272","TEPP",1
"17247","TERF2",1
"70337","TERF2IP",4
"89323","TERT",2
"64915","TES",5
"72320","TESC",2
"90391","TESK1",3
"79107","TESK2",3
"79108","TESPA1",4
"79112","TET1",12
"85931","TET2",11
"81217","TET3",10
"50270","TEX10",2
"58797","TEX101",1
"59137","TEX11",4
"82963","TEX13A",3
"67034","TEX13B",1
"54540","TEX14",5
"88463","TEX15",27
"15977","TEX19",1
"44257","TEX2",4
"79117","TEX26",3
"38347","TEX261",1
"40200","TEX264",2
"10096","TEX30",1
"60665","TEX33",2
"79118","TEX34",2
"60232","TEX35",2
"50502","TEX36",1
"79120","TEX9",1
"62898","TF",5
"62303","TFAM",1
"65177","TFAP2A",7
"81828","TFAP2B",3
"35936","TFAP2C",4
"86288","TFAP2D",1
"25148","TFAP2E",1
"81586","TFAP4",5
"79121","TFB1M",1
"88640","TFB2M",2
"55924","TFCP2",3
"82373","TFCP2L1",2
"89164","TFDP1",3
"57642","TFDP2",5
"86184","TFDP3",4
"72159","TFE3",7
"79122","TFEC",3
"88194","TFG",2
"64864","TFIP11",4
"84735","TFPI",4
"73869","TFPI2",5
"87172","TFPT",2
"82964","TFR2",4
"27492","TFRC",2
"84017","TG",25
"26156","TGDS",3
"59226","TGFA",1
"89399","TGFB1",2
"44269","TGFB1I1",1
"79125","TGFB2",1
"56925","TGFB3",1
"85933","TGFBI",8
"67546","TGFBR1",4
"80626","TGFBR2",4
"71119","TGFBR3",4
"80147","TGFBRAP1",5
"79127","TGIF1",1
"65638","TGIF2",3
"49551","TGIF2LX",2
"71671","TGM1",8
"89717","TGM2",7
"81588","TGM3",3
"61679","TGM4",3
"64209","TGM5",4
"83655","TGM6",3
"54547","TGM7",5
"87788","TGS1",14
"65253","TH",2
"89324","TH1L",5
"88464","THADA",16
"85935","THAP1",2
"89100","THAP10",4
"26503","THAP11",1
"3215","THAP2",1
"84737","THAP4",1
"50272","THAP5",5
"51326","THAP7",2
"86925","THAP7-AS1",1
"86926","THAP9",6
"81589","THBD",2
"90022","THBS1",8
"62492","THBS2",2
"64865","THBS3",5
"68688","THBS4",4
"67042","THEG",2
"85074","THEM5",11
"85937","THEMIS",6
"67043","THEMIS2",5
"79138","THNSL1",6
"85075","THNSL2",4
"90459","THOC1",4
"89400","THOC2",8
"36925","THOC3",2
"87269","THOC5",4
"44292","THOP1",1
"45579","THPO",3
"80974","THRA",3
"80496","THRAP3",6
"71400","THRB",2
"24230","THRSP",1
"86928","THSD1",3
"60789","THSD4",6
"80678","THSD7A",14
"81590","THSD7B",17
"50274","THTPA",4
"87221","THUMPD2",3
"55004","THUMPD3",1
"50602","THY1",1
"37541","TIA1",4
"25074","TIAF1",1
"68439","TIAL1",3
"79142","TIAM1",7
"67387","TIAM2",11
"83259","TICAM1",2
"64210","TICAM2",2
"44298","TICRR",6
"79144","TIE1",1
"72016","TIFA",5
"24342","TIFAB",1
"79147","TIGD2",2
"79148","TIGD3",5
"3940","TIGD6",1
"79149","TIGIT",4
"87658","TIMELESS",4
"34198","TIMM13",1
"44300","TIMM17A",2
"79150","TIMM21",2
"14276","TIMM22",1
"86929","TIMM23",2
"90309","TIMM44",3
"71195","TIMM50",4
"17248","TIMM8A",2
"57643","TIMM8B",2
"7100","TIMM9",1
"89325","TIMMDC1",4
"51079","TIMP1",3
"83902","TIMP3",3
"79152","TINAG",9
"79153","TINAGL1",2
"22345","TINF2",1
"57466","TIPARP",3
"79155","TIPIN",5
"35140","TIPRL",1
"4289","TIRAP",1
"85940","TJAP1",3
"87914","TJP1",8
"85941","TJP2",6
"63313","TJP3",4
"28227","TK1",1
"45400","TK2",1
"57644","TKT",3
"90234","TKTL1",3
"55771","TKTL2",3
"68537","TLE1",4
"81591","TLE2",5
"90392","TLE3",7
"84739","TLE4",4
"87659","TLE6",6
"79158","TLK1",5
"89655","TLK2",5
"79159","TLL1",6
"83457","TLL2",9
"88938","TLN1",16
"85943","TLN2",14
"81592","TLR1",3
"81015","TLR10",3
"61789","TLR2",3
"68585","TLR3",7
"88196","TLR4",15
"79164","TLR5",4
"86185","TLR7",10
"85944","TLR8",13
"82376","TLR9",2
"44316","TLX2",2
"64269","TM2D1",2
"64490","TM2D2",2
"47197","TM2D3",2
"36508","TM4SF1",2
"12160","TM4SF19",1
"84740","TM4SF19-AS1",2
"79167","TM4SF20",1
"67052","TM6SF2",3
"86932","TM7SF3",5
"63193","TM9SF1",3
"73076","TM9SF2",3
"80877","TM9SF3",4
"48023","TM9SF4",3
"24232","TMA16",2
"89893","TMBIM1",3
"71889","TMBIM4",4
"79170","TMC1",2
"79172","TMC2",8
"79174","TMC3",4
"88939","TMC4",5
"90460","TMC5",9
"44321","TMC6",1
"89979","TMC7",7
"82377","TMC8",5
"87567","TMCC1",7
"67054","TMCC2",3
"84741","TMCC3",8
"85945","TMCO1",2
"82017","TMCO2",1
"34697","TMCO3",5
"89562","TMCO4",2
"67056","TMCO5A",2
"32847","TMCO6",3
"70352","TMCO7",6
"18314","TMED1",2
"57503","TMED10",4
"68021","TMED2",3
"70353","TMED4",2
"48550","TMED6",1
"87737","TMED8",4
"79183","TMEFF1",2
"79184","TMEFF2",2
"19615","TMEM100",1
"67390","TMEM101",1
"87926","TMEM104",3
"67060","TMEM106A",3
"39756","TMEM106B",4
"36028","TMEM106C",1
"65640","TMEM108",3
"8015","TMEM115",1
"85946","TMEM117",5
"57923","TMEM120B",5
"31519","TMEM126A",1
"79186","TMEM126B",1
"16909","TMEM127",1
"79187","TMEM128",1
"86289","TMEM131",12
"88742","TMEM132A",7
"80180","TMEM132B",8
"89847","TMEM132C",7
"86290","TMEM132D",16
"73582","TMEM132E",4
"5564","TMEM133",1
"29774","TMEM135",1
"79192","TMEM136",3
"71891","TMEM139",1
"27150","TMEM140",2
"80317","TMEM143",3
"7646","TMEM144",1
"90023","TMEM145",5
"19619","TMEM147",1
"51675","TMEM14E",1
"73665","TMEM150A",1
"44330","TMEM150C",1
"60136","TMEM151A",1
"86369","TMEM151B",7
"80376","TMEM155",2
"46789","TMEM161A",3
"63453","TMEM161B",4
"26688","TMEM163",1
"72423","TMEM165",2
"57924","TMEM167A",3
"29776","TMEM167B",3
"54577","TMEM168",1
"85947","TMEM169",3
"29777","TMEM17",1
"73423","TMEM170A",1
"89401","TMEM171",2
"19621","TMEM173",1
"88743","TMEM175",2
"79194","TMEM176B",2
"54578","TMEM177",2
"57274","TMEM178A",1
"61363","TMEM179",3
"27495","TMEM179B",1
"80269","TMEM18",4
"23350","TMEM180",1
"46118","TMEM181",1
"65544","TMEM182",2
"58904","TMEM184A",2
"49565","TMEM184B",2
"12775","TMEM184C",2
"79196","TMEM185A",3
"44334","TMEM187",1
"61502","TMEM189-UBE2V1",4
"85948","TMEM19",3
"46119","TMEM190",2
"31521","TMEM192",1
"67061","TMEM194B",1
"15860","TMEM196",1
"79197","TMEM2",2
"90355","TMEM200A",2
"44336","TMEM200B",1
"57361","TMEM200C",4
"59869","TMEM201",3
"44338","TMEM204",1
"33795","TMEM205",1
"70355","TMEM206",1
"59870","TMEM207",2
"64638","TMEM209",5
"79199","TMEM212",1
"90431","TMEM214",5
"25901","TMEM216",2
"54581","TMEM217",1
"35307","TMEM218",1
"59278","TMEM219",2
"38815","TMEM220",2
"48553","TMEM223",2
"11697","TMEM225",1
"67063","TMEM230",1
"30885","TMEM232",2
"63051","TMEM233",2
"86935","TMEM235",2
"2847","TMEM239",1
"84742","TMEM242",5
"80580","TMEM245",5
"84743","TMEM246",5
"82234","TMEM247",11
"63052","TMEM248",1
"80581","TMEM25",2
"44341","TMEM252",1
"55054","TMEM26",2
"87176","TMEM27",2
"79201","TMEM30A",4
"46120","TMEM30C",1
"79202","TMEM31",2
"26505","TMEM33",2
"54583","TMEM35",3
"20867","TMEM37",1
"83261","TMEM38A",3
"63501","TMEM38B",2
"30464","TMEM39A",2
"11699","TMEM39B",1
"27210","TMEM40",1
"48554","TMEM41B",2
"79203","TMEM44",2
"50022","TMEM47",1
"83262","TMEM48",5
"18185","TMEM50A",2
"60410","TMEM50B",3
"80270","TMEM51",2
"10114","TMEM52B",1
"29779","TMEM53",2
"19624","TMEM54",1
"63314","TMEM55A",2
"54586","TMEM55B",2
"79207","TMEM56",3
"79210","TMEM57",8
"70357","TMEM59",1
"57926","TMEM59L",4
"266","TMEM60",1
"84744","TMEM62",2
"79211","TMEM63A",8
"80880","TMEM63B",7
"80409","TMEM63C",5
"79212","TMEM64",2
"31523","TMEM65",1
"11986","TMEM66",1
"44347","TMEM67",5
"31524","TMEM68",3
"50605","TMEM69",1
"71489","TMEM70",1
"60137","TMEM71",3
"89402","TMEM74",7
"44348","TMEM74B",1
"44349","TMEM79",2
"29782","TMEM80",2
"60667","TMEM81",2
"34912","TMEM82",1
"57554","TMEM86A",2
"85949","TMEM87A",5
"79213","TMEM87B",4
"63727","TMEM89",1
"79214","TMEM8B",2
"85950","TMEM8C",1
"59871","TMEM9",1
"54592","TMEM95",2
"71893","TMEM97",2
"65642","TMEM99",2
"26375","TMEM9B",1
"79215","TMF1",4
"71894","TMIGD1",1
"84745","TMIGD2",6
"7648","TMLHE",1
"61790","TMOD1",1
"79216","TMOD3",2
"79217","TMOD4",3
"79218","TMPO",4
"79220","TMPRSS11A",5
"63954","TMPRSS11B",1
"80377","TMPRSS11D",3
"84746","TMPRSS11E",2
"45880","TMPRSS11F",1
"19906","TMPRSS12",1
"80679","TMPRSS13",1
"83903","TMPRSS15",8
"9349","TMPRSS2",1
"89980","TMPRSS4",2
"35938","TMPRSS5",1
"72753","TMPRSS6",4
"84747","TMPRSS7",5
"80318","TMPRSS9",2
"47991","TMSB15A",2
"71403","TMTC1",3
"72754","TMTC2",5
"79222","TMTC3",4
"58044","TMTC4",9
"3126","TMUB2",1
"70358","TMX1",3
"89403","TMX3",5
"44354","TMX4",2
"84996","TNC",10
"24637","TNFAIP1",1
"85951","TNFAIP2",3
"79225","TNFAIP3",3
"72424","TNFAIP6",5
"61106","TNFAIP8",1
"67072","TNFAIP8L1",1
"83263","TNFAIP8L2",1
"44359","TNFAIP8L3",1
"7704","TNFRSF10A",1
"37229","TNFRSF10B",1
"27152","TNFRSF10D",2
"14866","TNFRSF11A",2
"23779","TNFRSF11B",3
"67073","TNFRSF13B",2
"27772","TNFRSF19",2
"84749","TNFRSF1A",4
"79227","TNFRSF1B",2
"72161","TNFRSF21",2
"62632","TNFRSF25",2
"58309","TNFRSF6B",1
"88197","TNFRSF8",4
"28624","TNFRSF9",2
"79228","TNFSF12-TNFSF13",5
"35427","TNFSF13",1
"2721","TNFSF13B",1
"58905","TNFSF14",1
"86936","TNFSF15",2
"6101","TNFSF18",1
"67574","TNFSF4",3
"19630","TNFSF8",1
"71518","TNFSF9",1
"90356","TNIK",9
"38367","TNIP1",4
"54599","TNIP2",2
"79232","TNIP3",5
"70360","TNK1",2
"87569","TNK2",1
"79235","TNKS",6
"88941","TNKS1BP1",9
"71404","TNKS2",7
"79237","TNMD",4
"81097","TNN",12
"44364","TNNC2",3
"67843","TNNI3",4
"44365","TNNT1",3
"21640","TNNT3",3
"79241","TNP1",2
"47552","TNP2",1
"90235","TNPO1",5
"73950","TNPO2",3
"70362","TNPO3",7
"84750","TNR",12
"90432","TNRC18",17
"81929","TNRC6A",13
"85954","TNRC6B",20
"84751","TNRC6C",10
"90236","TNS1",11
"82124","TNS3",9
"67083","TNS4",7
"85957","TNXB",16
"21703","TOB1",2
"34327","TOM1",4
"5566","TOM1L1",1
"19636","TOM1L2",1
"17586","TOMM20L",1
"46985","TOMM22",2
"79251","TOMM34",4
"85958","TOMM40",1
"89471","TOMM40L",2
"44377","TOMM6",2
"67084","TOMM7",2
"67085","TONSL",4
"49571","TOP1",5
"63728","TOP2A",3
"79252","TOP2B",6
"62905","TOP3A",8
"65256","TOP3B",5
"86938","TOPBP1",14
"80883","TOPORS",3
"44385","TOR1A",2
"80627","TOR1AIP1",4
"89472","TOR1AIP2",2
"31530","TOR1B",2
"40030","TOR2A",1
"21202","TOR3A",2
"82069","TOX",3
"72053","TOX2",7
"82569","TOX3",6
"79257","TOX4",7
"90310","TP53",328
"89287","TP53BP1",21
"89718","TP53BP2",7
"26584","TP53I13",1
"51584","TP53I3",3
"70370","TP53INP2",1
"90394","TP53TG5",2
"79263","TP63",2
"60413","TP73",2
"89753","TPCN1",5
"47251","TPCN2",3
"74104","TPD52",2
"50447","TPD52L1",1
"88552","TPD52L2",2
"54613","TPGS2",4
"81598","TPH1",3
"72848","TPH2",6
"71405","TPI1",2
"62199","TPK1",2
"84020","TPM1",4
"79266","TPM2",2
"84754","TPM3",3
"3312","TPM4",1
"64271","TPMT",3
"89657","TPO",8
"62267","TPP1",5
"90462","TPP2",8
"31745","TPPP",2
"68478","TPPP2",4
"64536","TPPP3",1
"85960","TPR",20
"55213","TPRG1",2
"2045","TPRG1L",1
"70373","TPRKB",2
"88944","TPRX1",6
"71675","TPSAB1",6
"36029","TPSB2",2
"81599","TPST1",4
"70374","TPST2",2
"27929","TPT1",1
"62202","TPTE",7
"88945","TPTE2",8
"65013","TPTE2P5",1
"44400","TPX2",2
"79272","TRA2A",3
"71067","TRA2B",5
"30285","TRABD",1
"83873","TRABD2A",7
"21076","TRADD",3
"38379","TRAF1",2
"7117","TRAF2",1
"45186","TRAF3",4
"89895","TRAF3IP1",3
"44401","TRAF3IP3",4
"50609","TRAF4",3
"74105","TRAF5",3
"87661","TRAF6",4
"67736","TRAF7",6
"84756","TRAFD1",8
"14129","TRAJ50",1
"81795","TRAK1",7
"80681","TRAK2",10
"44410","TRAM1",2
"85000","TRAM1L1",4
"58906","TRAM2",2
"87178","TRANK1",15
"44413","TRAP1",2
"90149","TRAPPC1",2
"90237","TRAPPC10",9
"79280","TRAPPC11",4
"73874","TRAPPC12",3
"79281","TRAPPC2",3
"35705","TRAPPC2L",1
"84758","TRAPPC2P1",2
"73424","TRAPPC4",1
"24525","TRAPPC6B",1
"79284","TRAPPC8",12
"81719","TRAPPC9",11
"79285","TRAT1",3
"88331","TRAV12-1",2
"79287","TRAV12-3",1
"28454","TRAV13-2",1
"84760","TRAV24",1
"9020","TRAV26-2",1
"79288","TRAV39",1
"82383","TRAV41",1
"79290","TRAV6",1
"79291","TRAV7",1
"51084","TRAV8-2",1
"16632","TRBC2",1
"79292","TRBJ2-1",1
"37149","TRBV10-2",1
"82384","TRBV11-1",1
"50026","TRBV19",1
"10122","TRBV20-1",1
"25009","TRBV20OR9-2",2
"27501","TRBV24-1",2
"59873","TRBV25-1",2
"87662","TRBV27",1
"87462","TRBV28",1
"84761","TRBV29-1",1
"70837","TRBV30",1
"35509","TRBV4-2",1
"65645","TRBV5-1",3
"85100","TRBV5-4",2
"50027","TRBV6-4",1
"40205","TRBV6-8",2
"2049","TRBV6-9",1
"15861","TRBV7-3",3
"67548","TRBV7-4",1
"44419","TRBV7-7",1
"54626","TRDMT1",3
"89049","TRDN",7
"79293","TREH",3
"89691","TREM1",3
"16912","TREM2",1
"47314","TREML1",2
"30890","TREML4",1
"56776","TRERF1",5
"44421","TREX2",1
"8017","TRGC1",1
"86940","TRGJ2",1
"38819","TRGJP",2
"31539","TRGV1",1
"86941","TRGV5",1
"46124","TRH",1
"87179","TRHDE",8
"54628","TRIB1",2
"80682","TRIB2",5
"87180","TRIB3",1
"80410","TRIM10",4
"1341","TRIM11",1
"79300","TRIM13",7
"81099","TRIM14",3
"24013","TRIM16",1
"70378","TRIM16L",1
"70379","TRIM17",3
"47749","TRIM2",1
"82756","TRIM21",3
"79301","TRIM22",2
"88052","TRIM23",4
"85963","TRIM24",7
"79302","TRIM25",3
"90463","TRIM26",2
"70381","TRIM27",2
"83043","TRIM28",5
"81720","TRIM29",7
"70382","TRIM3",3
"89896","TRIM32",3
"68620","TRIM33",6
"83044","TRIM34",7
"71898","TRIM35",1
"79304","TRIM36",3
"79305","TRIM37",5
"60508","TRIM38",2
"54635","TRIM39",4
"79306","TRIM4",7
"87181","TRIM41",3
"60671","TRIM42",6
"80272","TRIM43",1
"54640","TRIM44",1
"32667","TRIM45",1
"84021","TRIM46",10
"23361","TRIM47",1
"70665","TRIM48",3
"72165","TRIM49",5
"86943","TRIM49B",6
"62699","TRIM49C",7
"67549","TRIM5",1
"67101","TRIM50",2
"56927","TRIM51",4
"54643","TRIM52",3
"90117","TRIM54",2
"62437","TRIM55",4
"71900","TRIM56",3
"84022","TRIM58",4
"68264","TRIM6",4
"33100","TRIM60",3
"16347","TRIM62",1
"24470","TRIM63",1
"89187","TRIM64B",5
"79312","TRIM64C",3
"63317","TRIM65",2
"44434","TRIM66",3
"73298","TRIM67",5
"471","TRIM68",1
"54646","TRIM69",2
"68112","TRIM7",2
"85101","TRIM71",3
"37022","TRIM72",2
"89245","TRIM73",4
"83458","TRIM74",4
"6207","TRIM8",1
"79314","TRIM9",3
"35101","TRIML1",1
"11733","TRIML2",2
"82021","TRIO",13
"84764","TRIOBP",14
"85964","TRIP10",4
"87463","TRIP11",14
"79320","TRIP12",11
"70387","TRIP13",2
"58253","TRIP4",4
"88946","TRIP6",3
"68690","TRIQK",1
"79321","TRIT1",4
"67484","TRMT1",6
"79322","TRMT10A",3
"79323","TRMT10C",2
"70666","TRMT11",2
"86187","TRMT112",4
"25256","TRMT12",2
"71902","TRMT13",5
"34209","TRMT1L",1
"80886","TRMT2A",8
"88142","TRMT2B",4
"3779","TRMT44",2
"83460","TRMT5",3
"79324","TRMT6",2
"84766","TRMT61A",1
"82903","TRMT61B",2
"84767","TRMU",1
"70388","TRNAU1AP",2
"85966","TRNT1",3
"82820","TRO",9
"54653","TROAP",5
"79326","TROVE2",3
"86293","TRPA1",8
"85968","TRPC1",10
"62207","TRPC3",5
"81606","TRPC4",8
"73464","TRPC4AP",8
"68538","TRPC5",11
"89474","TRPC6",9
"87663","TRPC7",11
"79338","TRPM1",7
"68441","TRPM2",8
"88332","TRPM3",18
"44452","TRPM4",5
"90238","TRPM5",12
"85969","TRPM6",18
"83413","TRPM7",6
"80887","TRPM8",11
"79346","TRPS1",9
"79348","TRPV1",1
"81607","TRPV2",11
"88641","TRPV3",4
"81608","TRPV4",2
"35751","TRPV5",2
"87183","TRPV6",5
"87184","TRRAP",18
"27779","TRUB1",2
"90357","TSC1",5
"63319","TSC2",9
"88948","TSC22D1",14
"79350","TSC22D2",4
"79351","TSC22D3",6
"73907","TSEN15",2
"89658","TSEN2",4
"34705","TSEN34",2
"56631","TSEN54",2
"79354","TSFM",1
"73426","TSG101",6
"79356","TSGA10",11
"68587","TSGA13",5
"70920","TSHR",7
"89326","TSHZ1",6
"60165","TSHZ2",8
"70577","TSHZ3",10
"64801","TSKS",5
"87664","TSLP",1
"54665","TSN",2
"64716","TSNARE1",4
"79358","TSNAX",2
"84772","TSNAXIP1",6
"82164","TSPAN1",2
"63732","TSPAN10",1
"46988","TSPAN11",4
"51621","TSPAN12",4
"86950","TSPAN14",4
"34211","TSPAN15",1
"84773","TSPAN16",4
"3058","TSPAN17",2
"30287","TSPAN18",2
"11740","TSPAN19",1
"9028","TSPAN2",1
"80320","TSPAN3",1
"11991","TSPAN31",1
"68443","TSPAN32",1
"87435","TSPAN33",1
"13188","TSPAN4",1
"73155","TSPAN5",3
"73586","TSPAN6",2
"15274","TSPAN7",2
"67119","TSPAN9",3
"82387","TSPEAR",7
"35430","TSPO2",1
"29998","TSPYL1",3
"74107","TSPYL2",6
"44465","TSPYL4",3
"67738","TSPYL5",3
"11743","TSPYL6",1
"79362","TSR1",7
"56119","TSR2",3
"48562","TSR3",2
"79363","TSSC1",4
"62209","TSSC4",1
"88949","TSSK1B",6
"81931","TSSK2",1
"6016","TSSK3",1
"46126","TSSK4",2
"73817","TST",1
"67121","TSTA3",2
"87316","TSTD2",2
"55607","TTBK1",5
"10133","TTBK2",4
"54674","TTC12",1
"44471","TTC13",2
"87665","TTC14",5
"39145","TTC16",2
"86120","TTC17",6
"83268","TTC18",6
